siparis_id,musteri_adi,sehir,fiyat,adet,tarih,kategori
10200, Fatma Şahin,Istanbul,1586.1,6,2024-01-25 21:00:00,N/A
10201,ahmet yılmaz,istanbul,3898.15,8,2024-01-26 00:00:00,Giyim
10202,,Ankara,4860.54,5,2024-01-26 03:00:00,
10203,Mehmet  Demir,İZMİR,2528.67,9,2024-01-26 06:00:00,?
10204, Fatma Şahin,bursa,762.29,7,2024-01-26 09:00:00,Elektronik
10205,ahmet yılmaz,Istanbul,118.98,6,2024-01-26 12:00:00,N/A
10206,AYŞE KAYA,istanbul,1186.8,9,2024-01-26 15:00:00,N/A
10207,Mehmet  Demir,Ankara,,5,2024-01-26 18:00:00,N/A
10208, Fatma Şahin,İZMİR,3404.41,7,2024-01-26 21:00:00,N/A
10209,ahmet yılmaz,bursa,653.07,3,2024-01-27 00:00:00,Giyim
10210,AYŞE KAYA,Istanbul,2556.33,9,2024-01-27 03:00:00,
10211,Mehmet  Demir,istanbul,3486.6,6,2024-01-27 06:00:00,Giyim
10212, Fatma Şahin,Ankara,2926.53,8,2024-01-27 09:00:00,Ev
10213,ahmet yılmaz,İZMİR,1038.89,5,2024-01-27 12:00:00,N/A
10214,AYŞE KAYA,bursa,4030.42,8,2024-01-27 15:00:00,?
10215,Mehmet  Demir,Istanbul,3591.27,1,2024-01-27 18:00:00,?
10216, Fatma Şahin,istanbul,3707.97,2,2024-01-27 21:00:00,N/A
10217,ahmet yılmaz,Ankara,698.74,5,2024-01-28 00:00:00,?
10218,AYŞE KAYA,İZMİR,,7,2024-01-28 03:00:00,Giyim
10219,Mehmet  Demir,bursa,4641.43,8,2024-01-28 06:00:00,Ev
10220, Fatma Şahin,Istanbul,2018.01,4,2024-01-28 09:00:00,Ev
10221,ahmet yılmaz,istanbul,1539.7,6,2024-01-28 12:00:00,Elektronik
10222,AYŞE KAYA,Ankara,2468.49,5,2024-01-28 15:00:00,?
10223,Mehmet  Demir,İZMİR,3331.18,9,2024-01-28 18:00:00,?
10224, Fatma Şahin,bursa,4780.34,6,2024-01-28 21:00:00,?
10225,ahmet yılmaz,Istanbul,,4,2024-01-29 00:00:00,Ev
10226,AYŞE KAYA,istanbul,4627.8,9,2024-01-29 03:00:00,?
10227,,Ankara,173.05,1,2024-01-29 06:00:00,N/A
10228, Fatma Şahin,İZMİR,2798.23,9,2024-01-29 09:00:00,Ev
10229,ahmet yılmaz,bursa,3188.18,2,2024-01-29 12:00:00,Ev
10230,AYŞE KAYA,Istanbul,,3,2024-01-29 15:00:00,Elektronik
10231,Mehmet  Demir,istanbul,,8,2024-01-29 18:00:00,?
10232, Fatma Şahin,Ankara,2124.62,7,2024-01-29 21:00:00,N/A
10233,ahmet yılmaz,İZMİR,4832.85,9,2024-01-30 00:00:00,?
10234,AYŞE KAYA,bursa,3000.41,7,2024-01-30 03:00:00,N/A
10235,Mehmet  Demir,Istanbul,4668.46,6,2024-01-30 06:00:00,N/A
10236, Fatma Şahin,istanbul,4031.59,4,2024-01-30 09:00:00,?
10237,ahmet yılmaz,Ankara,,1,2024-01-30 12:00:00,Ev
10238,AYŞE KAYA,İZMİR,3934.58,2,2024-01-30 15:00:00,Elektronik
10239,Mehmet  Demir,bursa,138.29,3,2024-01-30 18:00:00,Elektronik
10240, Fatma Şahin,Istanbul,590.26,1,2024-01-30 21:00:00,Giyim
10241,ahmet yılmaz,istanbul,4155.67,5,2024-01-31 00:00:00,Ev
10242,AYŞE KAYA,Ankara,3994.24,7,2024-01-31 03:00:00,?
10243,Mehmet  Demir,İZMİR,1201.57,9,2024-01-31 06:00:00,Ev
10244, Fatma Şahin,bursa,2677.31,5,2024-01-31 09:00:00,Elektronik
10245,ahmet yılmaz,Istanbul,3049.78,8,2024-01-31 12:00:00,Giyim
10246,AYŞE KAYA,istanbul,4345.31,9,2024-01-31 15:00:00,N/A
10247,Mehmet  Demir,Ankara,3035.38,8,2024-01-31 18:00:00,N/A
10248, Fatma Şahin,İZMİR,2092.23,5,2024-01-31 21:00:00,Giyim
10249,ahmet yılmaz,bursa,,3,2024-02-01 00:00:00,N/A
10250,AYŞE KAYA,Istanbul,2158.12,9,2024-02-01 03:00:00,?
10251,Mehmet  Demir,istanbul,3277.06,3,2024-02-01 06:00:00,N/A
10252, Fatma Şahin,Ankara,4344.08,4,2024-02-01 09:00:00,N/A
10253,ahmet yılmaz,İZMİR,2296.79,1,2024-02-01 12:00:00,?
10254,AYŞE KAYA,bursa,1276.81,8,2024-02-01 15:00:00,Giyim
10255,Mehmet  Demir,Istanbul,1221.48,6,2024-02-01 18:00:00,
10256, Fatma Şahin,istanbul,3742.77,1,2024-02-01 21:00:00,Giyim
10257,ahmet yılmaz,Ankara,4092.02,2,2024-02-02 00:00:00,Giyim
10258,AYŞE KAYA,İZMİR,571.13,5,2024-02-02 03:00:00,?
10259,Mehmet  Demir,bursa,379.47,5,2024-02-02 06:00:00,Ev
10260, Fatma Şahin,Istanbul,2992.45,8,2024-02-02 09:00:00,Ev
10261,ahmet yılmaz,istanbul,773.56,3,2024-02-02 12:00:00,Giyim
10262,AYŞE KAYA,Ankara,4132.09,9,2024-02-02 15:00:00,Ev
10263,Mehmet  Demir,İZMİR,,5,2024-02-02 18:00:00,Elektronik
10264, Fatma Şahin,bursa,762.17,8,2024-02-02 21:00:00,?
10265,ahmet yılmaz,Istanbul,4608.8,3,2024-02-03 00:00:00,Ev
10266,,istanbul,869.38,1,2024-02-03 03:00:00,N/A
10267,Mehmet  Demir,Ankara,1459.36,1,2024-02-03 06:00:00,Ev
10268, Fatma Şahin,İZMİR,810.39,4,2024-02-03 09:00:00,Ev
10269,ahmet yılmaz,bursa,621.68,9,2024-02-03 12:00:00,Elektronik
10270,AYŞE KAYA,Istanbul,154.68,1,2024-02-03 15:00:00,Elektronik
10271,Mehmet  Demir,istanbul,324.21,4,2024-02-03 18:00:00,Giyim
10272, Fatma Şahin,Ankara,914.48,1,2024-02-03 21:00:00,Giyim
10273,ahmet yılmaz,İZMİR,314.24,9,2024-02-04 00:00:00,Giyim
10274,AYŞE KAYA,bursa,2976.16,7,2024-02-04 03:00:00,Giyim
10275,Mehmet  Demir,Istanbul,3419.54,7,2024-02-04 06:00:00,?
10276, Fatma Şahin,istanbul,1998.47,7,2024-02-04 09:00:00,Elektronik
10277,ahmet yılmaz,Ankara,1624.06,6,2024-02-04 12:00:00,Giyim
10278,AYŞE KAYA,İZMİR,,7,2024-02-04 15:00:00,Elektronik
10279,Mehmet  Demir,bursa,4381.27,1,2024-02-04 18:00:00,Giyim
10280, Fatma Şahin,Istanbul,4263.1,8,2024-02-04 21:00:00,?
10281,ahmet yılmaz,istanbul,265.2,7,2024-02-05 00:00:00,
10282,AYŞE KAYA,Ankara,948.42,7,2024-02-05 03:00:00,Giyim
10283,Mehmet  Demir,İZMİR,1221.89,4,2024-02-05 06:00:00,Elektronik
10284, Fatma Şahin,bursa,1284.47,8,2024-02-05 09:00:00,N/A
10285,ahmet yılmaz,Istanbul,2877.6,4,2024-02-05 12:00:00,?
10286,AYŞE KAYA,istanbul,2110.5,1,2024-02-05 15:00:00,Giyim
10287,Mehmet  Demir,Ankara,293.81,9,2024-02-05 18:00:00,Elektronik
10288, Fatma Şahin,İZMİR,1899.39,3,2024-02-05 21:00:00,Elektronik
10289,ahmet yılmaz,bursa,2642.58,1,2024-02-06 00:00:00,Ev
10290,AYŞE KAYA,Istanbul,553.28,6,2024-02-06 03:00:00,?
10291,Mehmet  Demir,istanbul,4175.62,3,2024-02-06 06:00:00,Ev
10292, Fatma Şahin,Ankara,,8,2024-02-06 09:00:00,N/A
10293,ahmet yılmaz,İZMİR,4627.97,4,2024-02-06 12:00:00,Giyim
10294,AYŞE KAYA,bursa,540.61,1,2024-02-06 15:00:00,Giyim
10295,Mehmet  Demir,Istanbul,4225.7,9,2024-02-06 18:00:00,
10296, Fatma Şahin,istanbul,4518.13,5,2024-02-06 21:00:00,Giyim
10297,ahmet yılmaz,Ankara,4898.87,3,2024-02-07 00:00:00,N/A
10298,AYŞE KAYA,İZMİR,4020.03,7,2024-02-07 03:00:00,Elektronik
10299,Mehmet  Demir,bursa,3908.41,5,2024-02-07 06:00:00,Ev
10300, Fatma Şahin,Istanbul,,1,2024-02-07 09:00:00,Ev
10301,ahmet yılmaz,istanbul,3906.03,7,2024-02-07 12:00:00,Elektronik
10302,AYŞE KAYA,Ankara,716.03,4,2024-02-07 15:00:00,Ev
10303,Mehmet  Demir,İZMİR,2703.54,7,2024-02-07 18:00:00,Ev
10304, Fatma Şahin,bursa,2595.4,9,2024-02-07 21:00:00,Giyim
10305,ahmet yılmaz,Istanbul,4294.98,6,2024-02-08 00:00:00,Elektronik
10306,AYŞE KAYA,istanbul,2340.86,7,2024-02-08 03:00:00,Elektronik
10307,Mehmet  Demir,Ankara,,3,2024-02-08 06:00:00,Elektronik
10308, Fatma Şahin,İZMİR,3215.84,3,2024-02-08 09:00:00,Ev
10309,ahmet yılmaz,bursa,1368.99,4,2024-02-08 12:00:00,Elektronik
10310,AYŞE KAYA,Istanbul,741.85,8,2024-02-08 15:00:00,N/A
10311,Mehmet  Demir,istanbul,2415.49,5,2024-02-08 18:00:00,Giyim
10312, Fatma Şahin,Ankara,2113.6,4,2024-02-08 21:00:00,?
10313,ahmet yılmaz,İZMİR,1201.22,8,2024-02-09 00:00:00,?
10314,AYŞE KAYA,bursa,1869.18,8,2024-02-09 03:00:00,Ev
10315,Mehmet  Demir,Istanbul,1863.64,9,2024-02-09 06:00:00,N/A
10316, Fatma Şahin,istanbul,1671.1,3,2024-02-09 09:00:00,Elektronik
10317,ahmet yılmaz,Ankara,,7,2024-02-09 12:00:00,Giyim
10318,AYŞE KAYA,İZMİR,3444.43,6,2024-02-09 15:00:00,Giyim
10319,Mehmet  Demir,bursa,1519.54,5,2024-02-09 18:00:00,Elektronik
10320, Fatma Şahin,Istanbul,4746.85,4,2024-02-09 21:00:00,Giyim
10321,ahmet yılmaz,istanbul,4585.92,2,2024-02-10 00:00:00,Giyim
10322,AYŞE KAYA,Ankara,2430.51,3,2024-02-10 03:00:00,?
10323,Mehmet  Demir,İZMİR,1675.39,5,2024-02-10 06:00:00,Giyim
10324, Fatma Şahin,bursa,,8,2024-02-10 09:00:00,
10325,ahmet yılmaz,Istanbul,4250.37,8,2024-02-10 12:00:00,?
10326,AYŞE KAYA,istanbul,3280.31,2,2024-02-10 15:00:00,N/A
10327,Mehmet  Demir,Ankara,4031.74,7,2024-02-10 18:00:00,Elektronik
10328, Fatma Şahin,İZMİR,2686.98,1,2024-02-10 21:00:00,N/A
10329,ahmet yılmaz,bursa,3182.94,7,2024-02-11 00:00:00,?
10330,,Istanbul,,4,2024-02-11 03:00:00,N/A
10331,Mehmet  Demir,istanbul,3687.72,5,2024-02-11 06:00:00,Giyim
10332, Fatma Şahin,Ankara,1051.9,7,2024-02-11 09:00:00,N/A
10333,ahmet yılmaz,İZMİR,3489.25,4,2024-02-11 12:00:00,Ev
10334,AYŞE KAYA,bursa,4310.56,8,2024-02-11 15:00:00,Elektronik
10335,Mehmet  Demir,Istanbul,703.91,5,2024-02-11 18:00:00,Ev
10336, Fatma Şahin,istanbul,3091.18,9,2024-02-11 21:00:00,Elektronik
10337,ahmet yılmaz,Ankara,520.72,6,2024-02-12 00:00:00,N/A
